stream_name,stream,district_name,district,o_zscore,zscore,course_name,course,university_name,university
Biological Science,1,Ratnapura,25,0.5764,5764,Agriculture ,1,University of Jaffna,1
Biological Science,1,Ratnapura,25,0.5787,5787,Agriculture ,1,"Eastern University ,Sri Lanka",2
Biological Science,1,Ratnapura,25,0.6218,6218,Agriculture ,1,Rajarata University of Sri Lanka,3
Biological Science,1,Ratnapura,25,0.7608,7608,Agriculture ,1,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Ratnapura,25,0.628,6280,Agriculture ,1,Wayamba University of Sri Lanka,5
Biological Science,1,Ratnapura,25,0.8567,8567,Applied Science (Bio. Sci.),2,Rajarata University of Sri Lanka,3
Biological Science,1,Ratnapura,25,0.9513,9513,Applied Science (Bio. Sci.),2,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Ratnapura,25,0.6325,6325,Applied Science (Bio. Sci.),2,"University of Vavuniya , Sri Lanka",6
Biological Science,1,Ratnapura,25,1.6134,16134,Biological Science,3,University of Colombo,7
Biological Science,1,Ratnapura,25,1.456,14560,Biological Science,3,University of Peradeniya,8
Biological Science,1,Ratnapura,25,1.342,13420,Biological Science,3,University of Sri Jeyawardanapura,9
Biological Science,1,Ratnapura,25,1.2668,12668,Biological Science,3,University of Kelaniya,10
Biological Science,1,Ratnapura,25,0.9351,9351,Biological Science,3,University of Jaffna,1
Biological Science,1,Ratnapura,25,1.124,11240,Biological Science,3,University of Ruhuna,11
Biological Science,1,Ratnapura,25,0.792,7920,Biological Science,3,"Eastern University ,Sri Lanka",2
Biological Science,1,Ratnapura,25,0.6881,6881,Biological Science,3,"South-Eastern University, Sri Lanka",12
Biological Science,1,Ratnapura,25,1.5929,15929,Food Science & Technology,4,University of Peradeniya,8
Biological Science,1,Ratnapura,25,1.5658,15658,Food Science & Technology,4,University of Sri Jeyawardanapura,9
Biological Science,1,Ratnapura,25,1.2087,12087,Food Science & Technology,4,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Ratnapura,25,1.1789,11789,Food Science & Nutrition,5,Wayamba University of Sri Lanka,5
Biological Science,1,Ratnapura,25,1.3181,13181,Agricultural Technology & Management,6,University of Peradeniya,8
Biological Science,1,Ratnapura,25,1.7379,17379,BioChemistry & Molecular Biology,7,University of Colombo,7
Biological Science,1,Ratnapura,25,1.7264,17264,Veterinary Science,8,University of Peradeniya,8
Biological Science,1,Ratnapura,25,1.7587,17587,Dental Surgery,9,University of Peradeniya,8
Biological Science,1,Ratnapura,25,-100,-1000000,Dental Surgery,9,University of Sri Jeyawardanapura,9
Biological Science,1,Ratnapura,25,2.3374,23374,Medicine,10,University of Colombo,7
Biological Science,1,Ratnapura,25,2.1809,21809,Medicine,10,University of Peradeniya,8
Biological Science,1,Ratnapura,25,2.1463,21463,Medicine,10,University of Sri Jeyawardanapura,9
Biological Science,1,Ratnapura,25,2.0527,20527,Medicine,10,University of Kelaniya,10
Biological Science,1,Ratnapura,25,1.7713,17713,Medicine,10,University of Jaffna,1
Biological Science,1,Ratnapura,25,1.9663,19663,Medicine,10,University of Ruhuna,11
Biological Science,1,Ratnapura,25,1.9451,19451,Medicine,10,University of Moratuwa,13
Biological Science,1,Ratnapura,25,-100,-1000000,Medicine,10,"Eastern University ,Sri Lanka",2
Biological Science,1,Ratnapura,25,1.8622,18622,Medicine,10,Rajarata University of Sri Lanka,3
Biological Science,1,Ratnapura,25,1.785,17850,Medicine,10,Sabragamuwa University of Sri Lanka,4
Biological Science,1,Ratnapura,25,-100,-1000000,Medicine,10,Wayamba University of Sri Lanka,5
